interaction_id,customer_id,interaction_timestamp,interaction_type,agent_id,subject,notes,outcome,sentiment
208,103,2024-07-16 02:14:22.575532,Call,1014,Call regarding account services,Better movement natural gun door all nearly culture.,Escalated,Negative
209,105,2025-07-25 10:00:33.310458,Email,1746,Email regarding account services,Business sister in indeed across Mr quality quite possible reduce wrong scene outside letter member relationship possible.,Pending,Neutral
210,34,2024-04-21 16:04:48.982002,Call,1797,Call regarding account services,Can either response sister whom tree lead its especially half some some provide study.,Resolved,Positive
211,183,2025-02-19 13:49:28.850313,Call,1807,Call regarding account services,He share think once ball enter politics gun various inside line pattern general hope boy control into.,Resolved,Positive
212,83,2025-09-08 21:13:36.082796,Call,1534,Call regarding account services,Read put matter seek suffer drive great blood score share.,Follow-up Needed,Neutral
213,248,2025-04-22 18:11:42.738787,Call,1792,Call regarding account services,Head manager learn crime suffer modern section statement.,Escalated,Neutral
214,9,2024-08-27 06:22:30.073998,Call,1680,Call regarding account services,Project which few skin though compare interest road a week book south indicate.,Follow-up Needed,Negative
215,70,2025-06-21 21:09:22.547896,Email,1484,,Hear far dinner over wrong say debate type energy agree.,Resolved,Positive
216,154,2025-04-18 22:04:03.756422,Complaint,1680,Complaint regarding account services,Hold member low against help next which able everything detail raise turn direction rock real bad general wish.,Resolved,
217,209,2026-02-17 00:25:16.582559,Call,1023,Call regarding account services,Box popular lot arm form development ask traditional anyone sea rate often bank later campaign church look million after.,Follow-up Needed,Neutral
218,64,2025-05-21 14:26:50.391339,Branch Visit,,Branch Visit regarding account services,Present summer lose quality moment rock student minute edge office thus ok large outside firm.,Escalated,Neutral
219,207,2025-03-14 15:01:36.924687,Branch Visit,1770,Branch Visit regarding account services,Evidence table so write green scene need movement bill wait.,Resolved,Positive
220,245,2025-03-16 05:18:24.569121,Email,1043,Email regarding account services,Song take tend finish technology behind impact stop collection leave western strategy large concern term increase industry figure improve.,Resolved,Positive
221,9,2024-05-12 08:01:36.002813,Chat,1481,Chat regarding account services,Stuff deep table report possible thought apply most way recently box debate statement matter international management country raise.,Resolved,Positive
222,97,2025-10-28 15:22:18.388098,Complaint,1504,Complaint regarding account services,Instead building study baby pass money environment already summer financial own.,Pending,Neutral
223,64,2024-07-18 18:23:22.192535,Call,1723,Call regarding account services,See he since me game inside whose test quite true nature store check sure.,Resolved,Positive
224,128,2025-06-26 04:44:03.592449,Email,,Email regarding account services,Treat since throughout black speak attorney outside science follow thing.,No Response,Neutral
225,212,2026-03-08 09:08:51.161004,Branch Visit,1109,Branch Visit regarding account services,Story test today toward blood reflect consider could specific building my do.,Resolved,Positive
226,228,2024-05-31 19:01:08.420022,Email,1679,Email regarding account services,Rich never five behind hope simply owner across sign like hundred product.,Pending,Neutral
227,238,2025-07-09 16:58:22.595140,Call,1162,Call regarding account services,Receive figure think often let picture trip allow world particularly term reflect leave player throughout.,Follow-up Needed,Neutral
228,272,2026-01-26 16:11:38.175438,Branch Visit,1066,Branch Visit regarding account services,Hundred ask theory democratic perform court investment agreement realize building prevent religious window relationship Congress.,Escalated,Negative
229,121,2024-07-24 04:00:51.097329,Chat,1660,Chat regarding account services,Behind pattern they style director speak in treatment continue doctor fine top behind.,Resolved,Positive
230,265,2024-11-02 21:35:30.597808,Call,1818,Call regarding account services,Collection set need table choice world air really each student happy recently film.,Escalated,Negative
231,255,2026-02-04 14:57:57.626947,Branch Visit,1541,Branch Visit regarding account services,Property method price woman indicate ever partner office billion manager.,,Positive
232,129,2025-08-19 15:56:57.822343,Branch Visit,1712,Branch Visit regarding account services,Level floor store care stuff wrong range perhaps meet station history.,Escalated,Negative
233,183,2025-10-12 03:36:42.211960,Call,1482,Call regarding account services,Poor five floor environment see order compare plant.,Follow-up Needed,Neutral
234,240,2025-08-22 21:51:16.097739,Complaint,1422,Complaint regarding account services,On view interest community collection get discuss himself notice behavior assume state site court quality structure.,Resolved,Positive
235,6,2024-10-30 15:23:56.003138,Call,1940,Call regarding account services,President teach family her pull mention could improve cut feel military page weight.,Follow-up Needed,Negative
236,124,2024-06-04 08:13:02.944982,Email,1045,Email regarding account services,High total effort also itself space speech compare eat no himself per card form again especially future.,No Response,Negative
237,46,2024-11-30 05:08:04.396297,Chat,1515,Chat regarding account services,Plant very southern writer participant these TV such tend eat interview toward them instead force follow benefit technology.,Resolved,
238,293,2025-02-18 22:33:18.313697,Call,1021,Call regarding account services,Mission above seven sometimes future carry meet lay various worry science particular I help while involve open particularly.,Escalated,Negative
239,69,2025-08-15 08:46:31.452137,Branch Visit,1032,Branch Visit regarding account services,Record talk against tell talk once be end key bank ago serve sometimes end week respond.,Resolved,Positive
240,4,2025-01-01 22:25:17.978271,Call,1175,Call regarding account services,Industry road a full myself measure want rather his product end thought raise daughter.,Follow-up Needed,Negative
241,86,2025-12-29 19:35:12.438868,Email,1272,Email regarding account services,Offer foreign third yeah everything service admit friend important tax office way machine financial career Republican.,No Response,Negative
242,11,2025-10-23 11:24:26.851516,Call,1200,Call regarding account services,Authority story Mr cold former knowledge feel almost candidate argue television teacher much the yourself into.,Resolved,Positive
243,274,2025-11-18 10:04:07.202671,Call,1972,Call regarding account services,Yeah author in sense military explain each security teacher test provide cultural mention determine result be show.,Escalated,Neutral
244,261,2025-04-26 16:18:59.397824,Call,1878,Call regarding account services,Over base southern possible ability family turn teacher challenge than remain least model serve any.,Resolved,Positive
245,219,2024-07-06 14:17:35.476775,Complaint,1502,Complaint regarding account services,Section democratic fight example pick election meet our section responsibility discussion.,Resolved,Positive
246,165,2024-08-11 18:01:14.041927,Branch Visit,1471,,,Resolved,Positive
247,166,2026-02-08 10:29:56.141299,Branch Visit,1168,Branch Visit regarding account services,Mrs recent meeting top never though major many situation whom teach party range practice wait stuff.,Resolved,
248,77,2024-12-05 03:23:34.911507,Branch Visit,1361,Branch Visit regarding account services,Land least effect stay agree send drive hope information little agent.,Resolved,Positive
249,148,2025-03-07 02:12:21.256336,Email,1502,,Great final knowledge current because first likely debate since arrive open small poor another surface school.,Pending,
250,134,2024-12-07 06:42:11.862274,Email,1907,Email regarding account services,Change seat reveal gas moment when four price half garden Congress customer quality walk involve all raise.,Resolved,Positive
251,262,2025-12-10 21:40:47.419783,Call,1233,Call regarding account services,Employee ahead yourself say audience save spring once.,Follow-up Needed,Negative
252,124,2025-01-23 06:48:07.489484,Call,1420,Call regarding account services,Outside she maybe option human fire ball natural raise.,Resolved,Positive
253,201,2026-02-21 22:08:32.119157,Call,1258,Call regarding account services,,Resolved,Positive
254,265,2025-10-13 15:56:06.098891,Email,1198,Email regarding account services,Natural chair pass science Republican hard gas outside heart money peace everybody clearly discussion discuss.,Resolved,Positive
255,268,2024-08-04 06:29:23.784794,Call,1585,,Traditional talk firm study quite perhaps institution trip attack area attack then mother heavy final.,Resolved,Positive
256,43,2024-08-24 04:43:06.650078,Call,1473,Call regarding account services,Study education run matter cold lay ten still able force energy billion us second public trouble difficult mean.,Follow-up Needed,Neutral
257,189,2026-03-16 03:59:13.933444,Complaint,1348,Complaint regarding account services,Trouble radio senior image financial term market few data wide try baby purpose across green hear environment.,Pending,Neutral
258,124,2024-11-08 22:40:46.560463,Branch Visit,1569,Branch Visit regarding account services,Glass week very simply half cold budget nearly foreign.,Escalated,
259,150,2024-05-02 17:34:45.756158,Branch Visit,1244,Branch Visit regarding account services,Mission relationship quality wind true wife network heart guess million thought tend heavy generation per Democrat day take.,Resolved,Positive
260,53,2025-09-29 05:21:28.278245,Call,1092,Call regarding account services,Begin through she run yeah whether assume election history else region word community trip bill part have leg.,Resolved,Positive
261,102,2024-04-28 10:46:45.655509,Call,,Call regarding account services,,Escalated,Neutral
262,49,2024-03-28 22:40:26.061433,Call,1472,Call regarding account services,,Follow-up Needed,Negative
263,269,2025-05-03 07:40:58.264580,Call,1946,Call regarding account services,Our better image pass toward environment check indicate range various true.,Resolved,Positive
264,110,2026-03-01 06:06:44.289415,Chat,1401,,Word herself past admit time thousand sure risk player civil economic son but movie individual.,Resolved,Positive
265,204,2025-08-05 07:09:12.977914,Call,1542,Call regarding account services,Green point color site structure nothing high certainly more place market son remain second action notice cause.,Resolved,
266,173,2026-02-03 21:28:51.362077,Email,1428,Email regarding account services,Manage set necessary lay region citizen air whether produce tree environment fund management can.,Pending,Neutral
267,122,2026-02-05 13:40:53.809546,Branch Visit,1504,Branch Visit regarding account services,Particular because free too specific former yet this sort age.,Escalated,Negative
268,185,2026-02-11 17:48:54.242317,Call,1399,,Administration herself explain agreement social story energy industry grow feel local later source realize parent.,,Positive
269,131,2024-04-07 11:07:40.345461,Call,1919,Call regarding account services,Play will once form hot reach daughter behind home.,Resolved,Positive
270,108,2025-10-30 16:10:09.143990,Email,1537,Email regarding account services,Method man meet member road herself international work with perhaps down deal.,Resolved,Positive
271,245,2025-07-07 04:21:05.352276,Call,,Call regarding account services,Successful age because best risk cover him two lot operation.,,Positive
272,260,2025-12-25 21:11:01.395023,Branch Visit,1377,Branch Visit regarding account services,Past Democrat admit forget service room task minute something she role nice week now final operation send employee.,Resolved,Positive
273,216,2026-02-18 12:59:55.489935,Email,1785,Email regarding account services,Film campaign dream grow behavior save listen policy star former determine price.,No Response,Negative
274,197,2025-05-02 00:40:37.653101,Complaint,,Complaint regarding account services,Service identify phone security including son here produce or coach similar vote movement control though moment clearly.,Pending,Neutral
275,151,2025-09-30 11:48:43.885260,Complaint,1799,Complaint regarding account services,,Resolved,Positive
276,214,2024-10-12 12:18:48.185900,Branch Visit,1995,Branch Visit regarding account services,Store little chair discuss player ball local today raise remember outside city me performance.,Escalated,Neutral
277,125,2026-02-24 15:07:13.183972,Branch Visit,1920,Branch Visit regarding account services,,Escalated,Neutral
278,175,2024-06-15 12:15:04.601915,Chat,1030,Chat regarding account services,Peace interesting free environmental image skin author group political financial born idea morning interview very account speak not deal.,Pending,Neutral
279,8,2024-05-05 00:37:23.888616,Call,1575,Call regarding account services,How court also serve force little police common exactly call.,Resolved,Positive
280,129,2025-09-16 17:37:13.370863,Chat,1863,Chat regarding account services,Sign outside look improve any pick short job reason western source them wife.,Resolved,Positive
281,85,2024-08-12 00:18:39.798409,Call,1489,Call regarding account services,Network author take that just drop some money hundred section bit generation end.,,Positive
282,258,2024-09-16 10:49:24.373301,Chat,1206,Chat regarding account services,Throughout American three machine environment security wrong plan case carry pick.,,Neutral
283,143,2025-08-12 10:05:00.358286,Call,1082,,Perhaps as out check most word impact school understand child may scene color.,Escalated,Negative
284,74,2026-02-27 21:41:48.323948,Chat,,Chat regarding account services,News team purpose law themselves near become city consumer employee wall he.,Pending,Negative
285,207,2024-10-18 05:50:49.657824,Email,1781,,Able night since against lose gas program throw recent visit parent ask low have check.,Resolved,Positive
286,290,2024-05-30 13:22:52.292005,Chat,1716,,Page close deal beyond truth people concern service service military popular production live.,,Positive
287,68,2024-12-23 11:19:28.514720,Email,1977,Email regarding account services,Old already affect for rise enjoy soldier decision structure development she Mr price big.,Resolved,Positive
288,53,2024-07-27 01:52:59.241346,Call,1080,Call regarding account services,Rise stop enter partner today main water really fear both.,Resolved,Positive
289,63,2025-02-25 07:19:53.428445,Chat,1194,,Professional body wear poor left teach short pass enjoy.,,Neutral
290,221,2025-07-16 00:38:18.703995,Call,1282,Call regarding account services,Low common wall life matter husband billion garden possible rule maintain believe move then hear degree professor.,Resolved,Positive
291,263,2025-04-17 06:46:36.740430,Branch Visit,1174,Branch Visit regarding account services,Glass adult simple seek size student magazine our strategy gun maybe president I choice.,Escalated,Neutral
292,88,2026-01-14 12:21:54.362848,Chat,1586,Chat regarding account services,Policy since improve draw score pretty while few ability adult big hundred or wish plant benefit role manage operation.,Pending,Negative
293,264,2025-08-10 01:27:51.895149,Email,,Email regarding account services,Buy glass floor future among require material exist research I but agent part.,Resolved,Positive
294,233,2025-02-20 13:18:31.553730,Chat,1489,Chat regarding account services,Question probably always bit see vote least so especially almost myself red concern more finish better tough choose see.,Resolved,Positive
295,74,2024-09-10 02:20:23.555962,Call,1086,Call regarding account services,Side type interest I economic your so main drive these somebody reflect organization animal around campaign move Democrat.,,Neutral
296,136,2025-10-27 10:47:26.151650,Email,1414,Email regarding account services,,Resolved,Positive
297,286,2026-01-24 14:18:47.448301,Branch Visit,1604,Branch Visit regarding account services,Look sign nothing kid star artist reason minute against region take through action appear.,Resolved,Positive
298,18,2025-10-30 04:29:08.879631,Call,1974,Call regarding account services,Join half sport hope agent company sure consider yard indeed to likely option enough sing attention though tell mission.,Follow-up Needed,Neutral
299,263,2024-05-25 01:36:07.921385,Call,1566,Call regarding account services,Public whatever someone coach enough price focus city help type.,Escalated,Neutral
300,279,2025-04-24 16:40:43.897954,Chat,1411,Chat regarding account services,Successful special tend hour serve five white pick evening trip.,Resolved,Positive
301,237,2025-08-04 21:06:11.321653,Call,1506,Call regarding account services,Exactly under body best significant mother sure toward garden degree TV could whom reach.,Escalated,Negative
302,20,2025-11-14 11:32:20.460386,Email,1809,Email regarding account services,Beyond or know week investment feeling between single evidence market bag high care agreement avoid product during drug.,,Negative
303,200,2024-05-31 15:07:39.872926,Branch Visit,1390,Branch Visit regarding account services,Kitchen must treat activity ability loss sing turn light lot run.,Escalated,Negative
304,269,2025-07-20 05:25:33.588485,Call,1402,Call regarding account services,Board myself simple help science health low pressure ready assume indeed when material among nation suffer.,Resolved,Positive
305,201,2024-10-26 10:46:43.108215,Branch Visit,1850,Branch Visit regarding account services,Hope off and though provide hit father foreign hundred pass level body party husband follow town sell.,Escalated,
306,96,2025-10-15 14:27:50.771355,Branch Visit,1545,Branch Visit regarding account services,Somebody notice whole rest seek population director candidate sport your relate other.,Escalated,Negative
307,190,2024-05-10 23:04:49.217773,Call,1104,Call regarding account services,,Escalated,Neutral
308,165,2026-02-15 07:17:17.449644,Email,1774,,Somebody cell both number upon agent remain lay society method center successful owner current year.,Resolved,Positive
309,248,2025-11-15 23:04:06.694106,Call,1168,Call regarding account services,Radio perform bar impact large those for be find truth help.,Follow-up Needed,Neutral
310,168,2024-11-28 13:57:07.940560,Call,1847,Call regarding account services,Then same fight traditional share character myself country.,Resolved,Positive
311,24,2026-02-14 12:12:44.514365,Email,1016,Email regarding account services,Religious not activity determine space television law manage manage tax recognize court generation matter traditional throw field can.,,Negative
312,63,2024-03-24 23:07:35.992177,Email,1712,Email regarding account services,White effect speak set piece opportunity decade large next.,No Response,Negative
313,214,2025-09-30 12:12:11.158915,Email,1059,Email regarding account services,Leader tend itself art hold difference foot west successful use sometimes lawyer play success successful.,Pending,Negative
314,278,2024-09-10 02:03:02.640992,Chat,1647,Chat regarding account services,Difficult enough social security reveal later treatment worker to enough than break.,Pending,Negative
315,43,2026-01-05 14:51:40.050067,Email,1831,Email regarding account services,Only red work rise describe bring behavior general affect.,Resolved,Positive
316,119,2025-03-09 17:51:00.688804,Call,1074,Call regarding account services,Organization support through growth often threat sort including bring blue machine year line fill last face.,Escalated,Neutral
317,285,2025-02-21 10:39:04.549611,Branch Visit,1755,Branch Visit regarding account services,North lay coach raise decide medical environmental writer agent data action medical what herself teach score activity.,Escalated,Neutral
318,217,2025-09-04 21:43:14.622337,Chat,1459,Chat regarding account services,Two west responsibility imagine despite car important natural almost should kitchen.,Resolved,Positive
319,270,2025-05-30 22:03:08.155838,Call,1223,Call regarding account services,American pressure notice throw image heavy market operation these space type attorney size area just draw.,Resolved,Positive
320,4,2025-05-31 14:21:57.803807,Call,1641,Call regarding account services,Cost society imagine whom president collection cut discussion range simply appear.,Escalated,Negative
321,13,2026-01-29 02:49:43.037862,Email,1545,Email regarding account services,Evidence against husband remain agree summer way not window remain quite able.,Pending,Neutral
322,288,2024-08-07 18:31:30.296694,Call,1642,Call regarding account services,Mrs hot sing out bed media drug resource any size technology enter most stock from mother.,Follow-up Needed,Negative
323,53,2024-06-07 08:12:19.174608,Branch Visit,1401,Branch Visit regarding account services,Place share minute act coach glass financial century soon food window improve year wife half song look teacher.,Resolved,Positive
324,112,2025-06-30 03:49:35.226030,Complaint,1948,Complaint regarding account services,Name agree Congress director operation candidate business thought true alone tonight perform response for husband increase.,Pending,Neutral
325,300,2025-05-16 17:00:04.048918,Branch Visit,1077,Branch Visit regarding account services,Music line modern low turn mind data something baby soon.,Escalated,Negative
326,214,2025-10-24 18:56:33.013120,Chat,1125,Chat regarding account services,Office both trouble officer finally boy across crime consumer news according.,Pending,Negative
327,296,2025-08-15 22:34:59.647260,Call,1830,Call regarding account services,Money fine range change again race room prevent about rich major.,,Negative
328,127,2024-05-09 06:15:55.662214,Call,1682,Call regarding account services,Morning people probably receive area thousand image capital letter practice adult best commercial.,Follow-up Needed,Negative
329,51,2024-09-22 03:48:50.393005,Call,1137,,,Escalated,Negative
330,225,2024-07-02 23:59:54.748207,Email,1357,Email regarding account services,Read democratic movement popular international somebody ten friend within child care magazine.,No Response,Neutral
331,121,2024-11-26 10:45:10.336952,Call,1944,Call regarding account services,Per least believe and blood it participant suggest low car.,Follow-up Needed,
332,86,2025-05-12 21:16:02.209777,Call,1797,Call regarding account services,Budget none near result call dinner change north success.,,Negative
333,43,2025-12-03 02:01:01.912280,Email,1215,Email regarding account services,One measure order billion movement visit training trial specific back success soon position bar own wind.,Pending,Negative
334,210,2025-11-18 02:30:13.074170,Chat,1477,Chat regarding account services,Few teacher yet white trip federal specific step old citizen candidate over military nation really concern.,,Neutral
335,128,2025-02-27 15:31:54.325698,Branch Visit,1202,Branch Visit regarding account services,,Escalated,Neutral
336,91,2024-11-23 00:39:54.630931,Call,1102,Call regarding account services,Sell surface development million put amount church trouble another south establish move affect father fall.,Follow-up Needed,Neutral
337,100,2025-06-22 01:58:22.992601,Email,1717,Email regarding account services,Nothing act assume recognize lot long camera these if.,Resolved,Positive
338,66,2024-06-30 13:29:00.787889,Email,1797,Email regarding account services,Energy child almost include outside apply set responsibility environmental store window treatment quickly chance.,Pending,Negative
339,109,2024-06-12 11:11:25.011745,Email,1866,Email regarding account services,Continue consider financial assume man term inside wide actually activity assume entire truth something design form.,Resolved,Positive
340,119,2025-02-11 23:26:59.536004,Email,1570,Email regarding account services,Clear offer PM street while positive follow individual indeed really skin something bar.,Pending,Negative
341,272,2024-04-04 23:15:47.152698,Call,1665,Call regarding account services,Coach shoulder clear feeling rock door foot amount dark painting administration.,Follow-up Needed,
342,186,2025-01-31 06:02:54.970145,Call,1929,Call regarding account services,Image ten population feeling later major success relationship fish probably appear TV compare eat hundred manage.,Resolved,Positive
343,191,2024-05-05 03:04:14.578591,Branch Visit,1291,Branch Visit regarding account services,Kitchen hair tell watch different cultural what range hundred affect floor deep sing operation consumer yard.,Escalated,Negative
344,264,2025-05-03 00:13:01.661219,Email,1125,Email regarding account services,Free cup still step better determine after loss everyone eat together quickly.,Resolved,Positive
345,217,2024-11-03 01:29:18.940617,Call,1528,Call regarding account services,Check serve value against now hear research learn area discover and.,Resolved,Positive
346,32,2024-06-21 03:11:41.506992,Call,1474,Call regarding account services,Force standard maintain bed water food teacher approach onto whom.,Follow-up Needed,Neutral
347,142,2024-10-07 03:34:08.979165,Call,1503,Call regarding account services,,Escalated,Negative
348,255,2024-04-16 10:45:27.192831,Branch Visit,1030,Branch Visit regarding account services,Side away before economic with wind generation again resource development read particularly effect seven attention require like.,Escalated,Neutral
349,131,2025-09-25 00:28:44.504185,Chat,1858,Chat regarding account services,,Pending,
350,207,2025-12-18 20:54:04.312904,Call,1424,Call regarding account services,Through respond down capital them a job available among child fire none history speak.,Follow-up Needed,Negative
351,20,2025-02-09 19:09:41.270221,Call,1020,Call regarding account services,Fill rate realize institution tree measure seat or body.,Follow-up Needed,Negative
352,163,2025-09-23 10:57:31.348496,Chat,1803,,Support run outside magazine message may better order although son.,Resolved,Positive
353,115,2024-12-28 07:42:20.137340,Email,1663,Email regarding account services,Never box whom list movie good month rate usually us animal go.,Pending,Neutral
354,147,2024-11-20 11:31:53.866243,Call,1975,Call regarding account services,Serve movie civil long model activity we research church ability point network pull want face.,Follow-up Needed,Neutral
355,8,2024-08-22 10:01:01.598956,Chat,1068,Chat regarding account services,,,Negative
356,55,2025-04-26 04:58:39.321791,Email,1091,,Left bag hold enjoy along itself money rich last attention night several throw base fight.,Resolved,Positive
357,76,2025-06-08 07:15:24.807438,Branch Visit,1918,Branch Visit regarding account services,Start debate field unit become any personal keep open chair rest care more which.,Escalated,Neutral
358,205,2024-08-24 17:14:12.598947,Complaint,1915,Complaint regarding account services,Region lot drop quality between manager newspaper board situation style blue executive lose child system century.,Pending,Negative
359,192,2026-02-17 06:41:59.276829,Email,,Email regarding account services,Front agency around garden operation all year result program only nearly decade suggest.,No Response,Neutral
360,195,2025-04-05 14:39:11.816594,Call,1576,Call regarding account services,Career help hot actually sometimes sign eat detail provide agree oil fact fine past peace difficult.,Resolved,Positive
361,287,2024-10-10 12:09:32.703216,Email,1925,Email regarding account services,Yard not popular finish even senior check people really grow miss sometimes church front laugh force.,Pending,Neutral
362,298,2024-06-22 12:10:34.149624,Call,1433,Call regarding account services,Can to expert head sea later summer well.,Resolved,Positive
363,236,2024-12-15 23:13:36.258389,Email,1594,,Say step bill might pick sign medical traditional front include issue report song sure design camera money family.,Resolved,Positive
364,128,2024-04-15 00:36:31.448903,Email,1737,Email regarding account services,High create bar cell hospital follow necessary speech tax few choice certain son else new economy name hotel.,,Negative
365,297,2025-02-21 13:21:51.308355,Call,1778,Call regarding account services,Baby happen difficult available structure body mouth receive herself herself onto business enjoy building several prove.,Follow-up Needed,Neutral
366,22,2024-04-08 08:24:08.446673,Email,1901,Email regarding account services,Us small them nothing season store sport sound past safe suggest her price out thousand risk.,No Response,Negative
367,128,2025-10-10 01:50:31.186147,Call,1366,Call regarding account services,As and energy exactly cup attorney billion want yourself none billion act work.,Resolved,Positive
368,23,2024-09-06 12:31:32.642383,Call,1940,Call regarding account services,,Resolved,Positive
369,64,2024-08-23 19:21:30.537801,Email,1631,Email regarding account services,,Pending,Neutral
370,265,2025-06-02 11:24:52.759233,Branch Visit,1129,Branch Visit regarding account services,,Resolved,Positive
371,212,2026-02-07 23:24:19.730404,Call,1529,Call regarding account services,Part remain hotel wide past become staff identify feel above history difference.,Follow-up Needed,Neutral
372,282,2024-12-02 13:10:44.056611,Email,1450,Email regarding account services,Reflect news girl understand however because student ball you.,No Response,Negative
373,70,2024-10-23 04:12:29.762822,Call,1739,Call regarding account services,Close difficult also use again exactly fact minute less feel.,Resolved,Positive
374,37,2025-06-29 03:25:23.953643,Call,1485,Call regarding account services,Opportunity meeting might level together east space agent approach throughout something about author main what technology president.,Resolved,Positive
375,52,2025-05-30 11:05:38.428222,Chat,1527,Chat regarding account services,,Resolved,Positive
376,129,2024-05-28 06:07:32.148955,Call,1183,Call regarding account services,Family war special free option language dinner do product field north imagine red.,Escalated,
377,83,2024-09-04 14:10:15.489272,Complaint,1014,Complaint regarding account services,Lose quickly stand risk growth trade theory serious find reason.,Escalated,Negative
378,260,2025-06-22 02:23:07.220525,Chat,1824,Chat regarding account services,Democrat history born science local story dog yes describe nothing field into tree event.,Resolved,Positive
379,173,2026-01-29 03:11:25.904267,Call,1717,Call regarding account services,Society speech state suffer heavy form product structure check look speech.,,Negative
380,78,2024-09-27 22:31:33.005766,Call,1301,Call regarding account services,Yard where event customer buy share true hospital visit.,Resolved,Positive
381,41,2025-05-03 22:38:32.478531,Email,1181,Email regarding account services,Local director floor parent budget response home fund hotel specific.,Resolved,Positive
382,8,2025-12-22 00:16:48.074529,Call,1110,Call regarding account services,Hotel husband standard movement other administration voice production pick foreign magazine suggest discuss.,Escalated,Negative
383,140,2024-06-26 02:31:40.875600,Complaint,1456,Complaint regarding account services,Right world huge section who gun call street possible forget.,Resolved,Positive
384,129,2026-03-10 21:45:27.818707,Call,1234,Call regarding account services,Answer bag when standard project seek bar force.,Escalated,Negative
385,136,2025-05-23 02:03:06.555642,Branch Visit,1970,Branch Visit regarding account services,No skin whose section phone bank way talk ability pull new.,Escalated,
386,131,2025-04-13 05:27:41.425791,Branch Visit,1312,Branch Visit regarding account services,Program heart of anything quite wear tree star system long cultural usually available.,Escalated,Negative
387,147,2024-06-20 15:53:40.910678,Branch Visit,1788,Branch Visit regarding account services,We each yeah task voice wide right audience catch write sign morning carry cause improve seek.,Escalated,Negative
388,276,2024-10-17 09:47:04.077513,Call,1388,Call regarding account services,,Escalated,Neutral
389,169,2025-11-22 13:38:32.090468,Complaint,1731,Complaint regarding account services,Different officer attack number direction conference gas small move those.,Escalated,Neutral
390,54,2025-02-16 05:48:49.598722,Call,1527,Call regarding account services,Company thousand drive on painting person fly team view fine.,Escalated,Neutral
391,185,2024-09-25 08:57:50.570192,Call,1267,Call regarding account services,,Escalated,
392,124,2024-09-25 13:11:16.822973,Branch Visit,1659,Branch Visit regarding account services,Remain agency no look subject fish girl push site argue policy home threat sister most upon appear two officer.,Escalated,Neutral
393,32,2025-09-05 12:07:29.771807,Email,1313,Email regarding account services,West life break condition right however right describe couple meet authority someone compare floor price.,Resolved,
394,277,2025-10-04 14:20:31.230713,Call,1765,Call regarding account services,Wife someone crime store with system firm get nor poor certainly rest especially be ask push.,Escalated,Negative
395,78,2024-03-30 02:29:29.382857,Call,1999,Call regarding account services,International which hotel president television bit civil way factor sure day air add amount huge economic sea.,Resolved,Positive
396,86,2026-02-23 15:15:59.362457,Email,1149,Email regarding account services,,Resolved,Positive
397,16,2024-03-26 06:10:16.379161,Email,1520,,Last against far name effect pull join respond majority recently seven decide how at person room government before remember.,Resolved,Positive
398,121,2024-05-19 10:40:08.954976,Call,1919,Call regarding account services,Boy field Mrs eight can investment common real actually industry you care drive although second more able.,Escalated,Negative
399,162,2025-08-02 05:19:27.528390,Call,1852,,Culture lead southern off wonder should center what air paper that remember determine.,Escalated,Neutral
400,195,2025-01-26 19:57:26.094992,Complaint,1448,Complaint regarding account services,Structure likely put across deal ability health travel ask affect between hospital oil above rate.,Escalated,Neutral
401,154,2024-11-18 10:43:54.509772,Email,,Email regarding account services,Between rock believe imagine central war store color.,Pending,Neutral
402,8,2024-05-30 11:53:46.377368,Email,1376,Email regarding account services,Accept stand pressure who impact of relate better responsibility crime form class former civil.,No Response,Neutral
403,222,2025-07-17 01:06:27.045759,Email,1571,Email regarding account services,Very food study cover lay knowledge fight glass even arm record require market identify voice second put other.,No Response,Neutral
404,12,2024-06-14 01:06:13.690881,Email,1709,Email regarding account services,Simply stage floor rate strong leg region need concern American bar knowledge mother affect.,Pending,Neutral
405,284,2026-02-23 12:20:57.291322,Call,1875,,Through medical religious or brother myself attack threat successful step capital participant throughout happy reflect where should.,Resolved,Positive
406,47,2025-12-23 17:53:44.844024,Email,1687,,For soldier nor kitchen knowledge outside work because quite.,No Response,Neutral
407,84,2025-04-25 22:26:35.034004,Email,1144,,,Resolved,Positive
408,178,2025-04-26 20:11:14.249388,Call,1697,Call regarding account services,,Escalated,Negative
409,10,2024-10-06 08:29:26.565752,Call,1960,Call regarding account services,Race audience public player thousand only return according write many hospital black bring east student page.,Escalated,Neutral
410,91,2025-12-09 21:07:11.052835,Call,1515,Call regarding account services,,Follow-up Needed,Neutral
411,124,2024-06-06 02:02:37.162776,Call,1092,Call regarding account services,Simply wide level recent anything training nothing population like market expect old particularly.,,
412,31,2025-11-13 06:18:55.287819,Email,1093,Email regarding account services,Fine range politics education son everyone sure amount idea town color international history.,No Response,Neutral
413,117,2025-07-12 07:44:07.028085,Chat,,Chat regarding account services,Shoulder store year board hospital view safe economic often try decide particularly forget.,Pending,Negative
414,45,2025-05-10 03:15:08.179321,Call,1898,Call regarding account services,Left paper situation whom hair talk late series two.,Escalated,Negative
415,132,2026-03-11 20:43:40.348320,Email,1285,Email regarding account services,Author local finally statement yard quality major western decision you present better rather letter whatever behind TV PM.,Resolved,Positive
416,110,2025-07-03 08:33:42.267743,Complaint,1923,,Man movement hold church course resource may executive.,Resolved,
